id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
253161,tt2334733,0.7299,0,0,Madame Bovary,Mia Wasikowska|Ezra Miller|Laura Carmichael|Henry Lloyd-Hughes|Paul Giamatti,,Sophie Barthes,,period piece|social status|extramarital affair|woman director,"The classic story of Emma Bovary, the beautiful wife of a small-town doctor in 19th century France, who engages in extra marital affairs in an attempt to advance her social status.",118,Drama,A Company Filmproduktionsgesellschaft|Aleph Motion Pictures|Aden Film,6/4/15,52,5.3,2015,0,0
111349,tt2178476,0.162227,0,0,One Direction: Up All Night - The Live Tour,Louis Tomlinson|Niall Horan|Abbes Zahmani|Liam Payne|Harry Styles,http://onedirectionmusic.com,Andy Saunders,,,"Up All Night: The Live Tour is a DVD release from the British-Irish boy band One Direction, which was released on 28 May 2012. The video concert DVD was recorded as part of One Direction's Up All Night Tour at the International Centre in Bournemouth, includes songs from their multi-platinum debut album Up All Night and five covers, including ""I Gotta Feeling"", ""Stereo Hearts"", ""Valerie"", ""Torn"" and ""Use Somebody"".",73,Music|Documentary,,5/16/12,10,8.3,2012,0,0
269177,,0.090552,0,0,Party Bercy,Florence Foresti,,,,,"Florence Foresti is offered Bercy tribute to artist she loves: itself.  A show at its disproportion (1m60) with:  Unpublished sketches (not yet written)  New characters (and old)  Live parodies (and video, it is less tiring)  Choreography with chicks (but not too good anyway)  And Guests (if they come).",120,Comedy,TF1 VidÃ©o,9/23/12,15,6.4,2012,0,0
185567,tt2249221,0.926614,16000000,0,Zulu,Orlando Bloom|Forest Whitaker|Conrad Kemp|Inge Beckmann|Tinarie Van Wyk-Loots,,JÃ©rÃ´me Salle,,,"As a child, Ali Neuman narrowly escaped being murdered by Inkhata, a militant political party at war with Nelson Mandela's African National Congress. Only he and his mother survived the carnage of those years. But as with many survivors, the psychological scars remain.",110,Crime|Drama|Thriller,Eskwad|M6 Films|Canal+|PathÃ©|CinÃ©+,12/4/13,122,6.8,2013,14976533.6438467,0
50090,tt1535491,0.146543,0,0,ì˜í˜•ì œ,Kang-ho Song|Kang Dong-won|Kyeong-min Go|Su-ho Ha,http://www.gikyodai.com/,Jang Hoon,A North Korean spy and a former South Korean agent form a tense partnership.,spy|investigation|government|killer|north korea,"Six years ago a mysterious shooting takes place in Seoul. The after effects of the shooting results in Han-kyu Lee (Song Kang-Ho) losing his job at the NIS (National Intelligence Service). Six years later, Ji-won Song (Kang Dong-Won), an ex North Korean spy. now operates somewhere in the Seoul metropolitan area. As these two men hide their identities and work their particular angles, trouble brews again ....",116,Drama|Thriller|Foreign,Showbox,2/4/10,10,6.3,2010,0,0
94478,tt1672845,0.210188,0,0,You Instead,Luke Treadaway|Natalia Tena|Alastair Mackenzie|Jonathan Phillips|Mathew Baynton,,David Mackenzie,A single night. A million possibilities. One connection.,,Two feuding rock stars get handcuffed together for 24 hours at a music festival where they are both due to perform.,80,Comedy|Music|Romance|Foreign,Sigma Films,9/16/11,17,6.6,2011,0,0
15043,tt0162212,0.1461,0,0,Brink!,Erik von Detten|Sam Horrigan|Christina Vidal|Robin Riker|Geoffrey Blake,,Greg Beeman,It Takes A Champ To Stay In Line.,sport,"Andy ""Brink"" Brinker and his in-line skating crew--Peter, Jordy, and Gabriella--who call themselves ""Soul-Skaters"" (which means they skate for the fun of it, and not for the money), clash with a group of sponsored skaters, Team X-Bladz--led by Val--with whom they attend high school in southern California. When Brink discovers his family is in financial trouble, he goes against the wishes of his parents and his friends and joins Team X-Bladz. Brink tries to lead a double life but will be able to pull it off?",99,Drama,Brink Productions,8/28/98,15,5.9,1998,0,0
16420,tt0114057,0.475193,0,0,Othello,Laurence Fishburne|IrÃ¨ne Jacob|Kenneth Branagh|Nathaniel Parker|Indra OvÃ©,,Oliver Parker,"Envy, greed, jealousy and love.",jealousy|shakespeare adaptation|friends|moor,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,123,Drama,Columbia Pictures|Castle Rock Entertainment,12/15/95,16,5.6,1995,0,0
149786,tt2355762,0.144769,0,0,Christmas with Holly,Catherine BÃ©rubÃ©|Wade Carroll|Sean Faris|Fiona Forsythe|Cynthia Galant,,Allan Arkush,,death in family|christmas,"After being dumped at the alter on her wedding day, Maggie Conway moves to the island town of Friday Harbor in Washington State, where she meets Mark Nagle, the local coffee shop owner.",90,Drama|Family,Hallmark Hall of Fame Productions,12/9/12,16,5.7,2012,0,0
16179,tt1220706,0.32907,0,0,Breathing Room,Ailsa Marshall|Michael McLafferty|David Higlen|Brad Culver|Kim Estes,,John Suits|Gabriel Cowan,,room|tape recorder|pedophile|violence|stabbed in the mouth,"Thrown naked into a desolate room with thirteen strangers, Tonya discovers that she is the final contestant in a deadly game. Restrained by lethal electronic collars, the players must utilize hints and tools from a box marked ""pieces"" to find both an exit and the reason for their abduction. One by one the players are eliminated as their ""curfew"" begins and the lights go out. With each dead body comes another clue, which they use to discover that one of them is the killer. The question is ... which one?",89,Horror|Mystery|Thriller,BIG Pictures|New Artists Alliance|Imagination Worldwide,8/25/08,20,3.6,2008,0,0
46992,tt0150915,0.458427,0,0,Hilary and Jackie,Emily Watson|Rachel Griffiths|James Frain|David Morrissey|Charles Dance,,Anand Tucker,Two sisters. Two lives. One Love...,sister sister relationship|cellist|career|musician|concert,"The tragic story of world-renowned cellist Jacqueline du PrÃ©, as told from the point of view of her sister, flautist Hilary du PrÃ©-Finzi.",121,Music|Drama,Channel Four Films|Arts Council of England|British Screen Productions,12/30/98,10,5.9,1998,0,0
25749,tt0109415,0.330105,0,0,Children of the Corn III: Urban Harvest,Daniel Cerny|Ron Melendez|Jim Metzler|Nancy Lee Grahn|Jon Clair,,James D.R. Hickox,An Adult Nightmare is about to show its face in the heart of a city!,chicago|telekinesis|boy|cult|blood splatter,"Two young Gatlin residents are orphaned after the younger brother kills their father. The terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents in the city. The younger brother takes some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bringing ""He Who Walks Behind the Rows"" to the city.",92,Thriller|Horror,Park Avenue Productions|Trans Atlantic Entertainment,9/12/95,17,4.3,1995,0,0
15867,tt0077742,0.149259,0,0,Interiors,Diane Keaton|Kristin Griffith|Mary Beth Hurt|Richard Jordan|E.G. Marshall,,Woody Allen,,independent film,"Homage to Ingmar Bergman in this family drama involving a fashionable Long Island interior designer who tries to impose her overbearing, critical standards on her husband and her three grown daughters. The film is a realistic look at the relationships among one artistically-oriented family; one daughter is a successful writer; the second is looking for an artistic outlet; and the third is an actress. The mother has been deserted by her husband, their father. She thinks and hopes they may reconcile, but she soon learns that he has other thoughts that circle about a new acquaintance, a woman who has had two husbands and is still lively.",93,Drama,,8/2/78,35,6.3,1978,0,0
10575,tt0246677,0.316061,11000000,0,Heaven,Cate Blanchett|Giovanni Ribisi|Remo Girone|Stefania Rocca|Alessandro Sperduti,http://www.miramax.com/movie/heaven,Tom Tykwer,"When you take justice into your own hands, what are the consequences?",suicide|bomb|assassination|sex|terrorist,"A woman takes the law into her own hands after police ignore her pleas to arrest the man responsible for her husband's death, and finds herself not only under arrest for murder but falling in love with an officer.",96,Drama|Thriller|Romance|Crime,Miramax Films|Mirage Enterprises|X-Filme Creative Pool,2/6/02,25,6.9,2002,13334875.329826,0
32969,tt0063456,0.207956,1800000,0,Pretty Poison,Anthony Perkins|Tuesday Weld|Beverly Garland|John Randolph|Dick O'Neill,,Noel Black,She's such a sweet girl. He's such a nice boy. They'll scare the hell out of you.,cia|based on novel|cheerleader|murder|mother daughter relationship,A young man gets in over his head when he convinces a small-town girl he's a secret agent.,89,Crime|Drama|Romance|Thriller,Twentieth Century Fox Film Corporation,7/18/68,12,6.3,1968,11284134.5068833,0
77269,tt1701976,0.4483,0,0,Urbanized,,http://urbanizedfilm.com/,Gary Hustwit,A documentary film by Gary Hustwit,designer|urban sprawl|urban|city|trilogy,"A documentary about the design of cities, which looks at the issues and strategies behind urban design and features some of the world's foremost architects, planners, policymakers, builders, and thinkers.",85,Documentary,,9/9/11,25,7.3,2011,0,0
32293,tt0338852,0.359943,0,0,The Cheetah Girls,Raven-SymonÃ©|Adrienne Bailon|Kiely Williams|Sabrina Bryan|Lynn Whitfield,,Oz Scott,They have one shot to show their spots.,musical|high school|talent show|best friend|teenager,"A four-member teen girl group named the Cheetah Girls go to a Manhattan High School for the Performing Arts and try to become the first freshmen to win the talent show in the school's history. During the talent show auditions, they meet a big-time producer named Jackal Johnson, who tries to make the group into superstars, but the girls run into many problems.",100,Comedy|Drama|Family|Music|TV Movie,Disney Channel|BrownHouse Productions,8/15/03,49,4.6,2003,0,0
42745,tt0059727,0.102242,0,0,The Skull,Peter Cushing|Christopher Lee|Patrick Wymark|Jill Bennett|Nigel Green,,Freddie Francis,When the Skull strikes you'll Scream!,skull|marquis de sade,"A collector of esoterica, Dr. Maitland, buys an unusual skull from his ordinary source of artifacts. The skull is what remains of marquis De Sade. Much too soon he discovers how the skull affects him: by turning him into a frenzied killer.",83,Thriller|Horror,Amicus Productions,6/9/65,10,5.3,1965,0,0
36040,tt0067959,0.326818,0,0,Walkabout,Jenny Agutter|Luc Roeg|David Gulpilil|John Meillon|Robert McDarra,,Nicolas Roeg,A boy and girl face the challenge of the world's last frontier,suicide|male nudity|female nudity|hunter|based on novel,"A teenage girl and her young brother are stranded in the Australian outback and are forced to cope on their own. They meet an Aborigine on ""walkabout"": a ritualistic banishment from his tribe",100,Adventure|Drama,Si Litvinoff Film Production|Max L. Raab Productions,7/1/71,34,7.1,1971,0,0
128241,tt1981140,0.2195,0,0,The Rise,Luke Treadaway|Timothy Spall|Matthew Lewis|Iwan Rheon|Neil Maskell,http://www.molifilms.com/film-slate/wasteland/,Rowan Athale,,revenge|heist|theft,"Battered, bruised and under arrest, Harvey Denton (Luke Treadaway) sits in a police interview room facing interrogation. Clutching a stack of eyewitness statements, Detective Inspector West (Timothy Spall) has no doubt in Harvey's part in a foiled robbery, and his subsequent attempted murder of local businessman Steven Roper. Denying everything, Harvey agrees to tell his version of events in full. We take in his release from prison a month earlier, and the malevolent, unjust act that put him in there. We see his emotional reunion with his sibling-like best friends, and the immovable loyalty they have for one another. We see the rekindling of a lost love, a second chance for two people meant for each other. We see the ingenious planning of the ill-fated robbery, the amazing twist, the shocking outcome and the real driving force behind it - retribution. What unfolds is an exhilerating, moving and hilarious story of loyalty, jealousy, friendship, revenge and the pursuit of happiness.",106,Thriller|Drama|Crime,Mischief Films,9/9/12,12,6,2012,0,0
127626,tt1869470,0.084058,0,0,Hollow,Emily Plumtree|Sam Stockman|Jessica Ellerby|Matt Stokoe,http://facebook.com/hollowfilm,Michael Axelgaard,,hanging|found footage,"An old monastery in a small, remote village in Suffolk, England has been haunted by a local legend for centuries. Left in ruin and shrouded by the mystery of a dark spirit that wills young couples to suicide, the place has been avoided for years, marked only by a twisted, ancient tree with an ominous hollow said to be the home of great evil. When four friends on holiday explore the local folklore, they realize that belief in a myth can quickly materialize into reality, bringing horror to life for the town.",91,Horror|Thriller,,7/31/11,12,3.8,2011,0,0
7295,tt0448172,0.336382,0,0,8MM 2,Johnathon Schaech|Lori Heuring|Bruce Davison|Julie Benz|Valentine Pelka,,J.S. Cardone,,budapest|hungary|blackmail|porno scene|unsimulated sex,"An American diplomat and his fiancÃ©e venture into the sordid underworld of sex and pornography in Budapest, Hungary to find out who is blackmailing them with a porno video taken of them with a prostitute.",106,Thriller|Mystery|Drama,Sandstorm Films|Screen Gems,11/22/05,11,4.6,2005,0,0
47911,tt1747960,0.207234,0,0,"Bo Burnham: Words, Words, Words",Bo Burnham,,,,,"Bo Burnham is back with a new one-man show full of his patented songs and wordplay, as well as haikus, dramatic readings, blasphemy, and so much more in his first hour-long special, shot live in his home town of Boston.",63,Comedy,,10/19/10,13,6.5,2010,0,0
16005,tt0981072,0.287248,0,0,The Lucky Ones,Tim Robbins|Rachel McAdams|Michael PeÃ±a|Kerry BishÃ©|Molly Hagan,http://www.theluckyonesmovie.com/,Neil Burger,,friendship|war|road trip|independent film|soldier,"The story revolves around three soldiers â€” Colee, T.K. and Cheaver â€” who return from the Iraq War after suffering injuries and learn that life has moved on without them. They end up on an unexpected road trip across the U.S.",113,Comedy|Drama|History,,9/26/08,31,6.1,2008,0,0
38695,tt0097904,0.147825,0,0,Monsieur Hire,Michel Blanc|Sandrine Bonnaire|Luc Thuillier|AndrÃ© Wilms|Philippe Dormoy,,Patrice Leconte,,french|suspense|murder suspect,"A French man spies on a lovely younger woman across the way. When he's spotted by the woman shortly after being questioned by the police about a local murder, the man simple life becomes more complicated.",81,Crime|Drama,,5/24/89,15,6.4,1989,0,0
276928,tt3678938,0.004282,0,0,Humpty Sharma Ki Dulhania,Varun Dhawan|Alia Bhatt|Ashutosh Rana|Siddharth Shukla,,Shashank Khaitan,,,The carefree son (Varun Dhawan) of a campus bookstore owner and an unattainable beauty (Alia Bhatt) find that their love-hate relationship is turning into all love.,133,Drama|Comedy|Romance,,7/11/14,23,6.4,2014,0,0
255692,tt3104304,0.331255,0,0,Ice Soldiers,Dominic Purcell|Adam Beach|Michael Ironside|Gabriel Hogan,,Sturla Gunnarsson,The Cold War Begins Again.,,A scientist discovers the bodies of three frozen genetically modified Russians buried in the Canadian North. Upon thawing them out he realizes he has unleashed a deadly threat to Western society and must stop them at all costs.,95,Action|Science Fiction,Bunk 11 Pictures|TAJJ Media|Hideaway Pictures,12/6/13,25,3.5,2013,0,0
11188,tt0387541,0.3994,23000000,0,Ring of the Nibelungs,Benno FÃ¼rmann|Alicia Witt|Julian Sands|Samuel West|Max von Sydow,,Uli Edel,The Nordic legend that inspired J.R.R. Tolkien to write the Lord of the Ring trilogy.,jealousy|blacksmith|treasure|new love|sword,"In this swords-and-sorcery tale, good-hearted blacksmith Eyvind (Max von Sydow) hides away infant Prince Siegfried (played as an adult by Benno Furmann) after two malevolent kings murder his father. But a fiery meteor sent by the gods reveals Siegfried's destiny, sending him on the quest of a lifetime. To save a crumbling kingdom claim the heart of his true love (Kristanna Loken), he'll have to slay the nefarious dragon, Fafnir.",184,Action,FilmFernsehFonds Bayern|VIP 3 Medienfonds|Sat.1|Tandem Communications|VIP 2 Medienfonds,11/19/04,24,6.2,2004,26552244.1956794,0
43939,tt1356864,0.218552,0,0,I'm Still Here,Joaquin Phoenix|Sean Combs|Casey Affleck|Antony Langdon|Mos Def,http://www.imstillheremovie.com/,Casey Affleck,,duringcreditsstinger,"I'm Still Here is a portrayal of a tumultuous year in the life of actor Joaquin Phoenix. With remarkable access, the documentary follows the Oscar-nominee as he announces his retirement from a successful film career in the fall of 2008 and sets off to reinvent himself as a hip-hop musician. The film is a portrait of an artist at a crossroads and explores notions of courage and creative reinvention, as well as the ramifications of a life spent in the public eye.",107,Music|Comedy|Drama,They Are Going To Kill Us Productions,9/10/10,49,6.2,2010,0,0
226448,tt2101569,0.680611,1000000,0,In Your Eyes,Zoe Kazan|Michael Stahl-David|Nikki Reed|Jennifer Grey|Mark Feuerstein,http://inyoureyesmovie.com,Brin Hill,,telepathy|new mexico|loneliness|ex-con|understated,"East Coast housewife Rebecca (Zoe Kazan) lives a comfortable, sheltered life, but she always knew there was something special about herself. Charismatic ex-con Dylan (Michael Stahl-David) has paid his debt to society and is ready for a fresh start in New Mexico, including a burgeoning flirtation with local good-time-gal Donna (Nikki Reed). When the two polar opposites realize they are strangely connected, an utterly unique metaphysical romance begins in Brin Hillâ€™s sweet and smart film, which star Zoe Kazan aptly described as â€œJoss Whedon does Nicholas Sparks.â€",105,Drama|Romance|Science Fiction,Night and Day Pictures|Bellwether Pictures,4/20/14,170,7.2,2014,921091.050771459,0
42307,tt1241330,0.278689,0,0,Road Train,Xavier Samuel|Bob Morley|Georgina Haig|Sophie Lowe|David Argue,,Dean Francis,Driven to Hell,,A supernatural thriller about a group of teenagers menaced by a driver-less train in the Australian outback.,90,Horror|Thriller|Science Fiction,Screen Australia|Fulcrum Media Finance|ProdigyMovies,5/28/10,14,3.2,2010,0,0
220471,tt2290739,0.090297,7000000,0,Where the Devil Hides,Rufus Sewell|Alycia Debnam-Carey|Adelaide Kane|Leah Pipes|Thomas McDonell,,Christian E. Christiansen,Forgive me father for I am sin,supernatural|suspense,"Five young Amish girls accused of being Satan's children must fight for their lives when their devout community elders insist they be ""cleansed"" before turning 18.",86,Horror|Thriller,LD Entertainment,10/10/14,21,4.8,2014,6447637.35540021,0
40490,tt0113755,0.0820679999999999,0,0,Man of the House,Farrah Fawcett|Chevy Chase|Jonathan Taylor Thomas|George Wendt|David Shiner,,James Orr,Jack wants to marry Ben's mother. But there are strings attached.,,"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.",96,Action|Comedy|Family,Walt Disney Pictures,3/3/95,20,5.4,1995,0,0
13768,tt0283084,0.128012,0,0,Tuck Everlasting,Alexis Bledel|William Hurt|Sissy Spacek|Jonathan Jackson|Scott Bairstow,,Jay Russell,"If you could choose to live forever, would you?",,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",90,Fantasy|Drama|Science Fiction|Romance|Family,Walt Disney Pictures,10/11/02,87,6.5,2002,0,0
17941,tt0118744,0.266021,0,0,Hush,Jessica Lange|Gwyneth Paltrow|Johnathon Schaech|Nina Foch|Debi Mazar,,Johathan Darby,Don't breathe a word.,horse|farm|fall|borderline personality disorder|suspense,"Jackson and Helen are in love and about to have their first child when they move in with Jackson's mother, Martha, in order to take care of the family estate. But all is not well in this household. Martha is jealous of her son's affection for Helen, and, despite her Southern smile, she's starting to act strangely. As Helen tries to create a happy home life, Martha attempts to divide the family so that Jackson will become hers alone.",95,Drama|Thriller,TriStar Pictures,3/6/98,25,5.8,1998,0,0
10741,tt0308055,0.654177999999999,0,0,Bobby,Harry Belafonte|Joy Bryant|Nick Cannon|Emilio Estevez|Laurence Fishburne,,Emilio Estevez,He saw wrong and tried to right it. He saw suffering and tried to heal it. He saw war and tried to stop it.,hotel|senator|kitchen|marriage crisis|politics,"In 1968 the lives of a retired doorman, hotel manager, lounge singer, busboy, beautician and others intersect in the wake of Robert F. Kennedy's assassination at the Ambassador Hotel in Los Angeles.",120,History|Drama,The Weinstein Company|Bold Films|Holly Wiersma Productions,9/5/06,58,5.8,2006,0,0
17631,tt1277728,0.128712,0,0,Pranzo di ferragosto,Gianni Di Gregorio|Valeria De Franciscis|Maria CalÃ¬|Marina Cacciotti|Grazia Cesarini Sforza,,Gianni Di Gregorio,,,"Gianni, 50 ans et des poussiÃ¨res, vit avec sa maman dans un grand appartement au coeur de Rome, oÃ¹ il s'occupe de tout : cuisine, mÃ©nage et courses. AcculÃ©s par les dettes, l'ensemble de la copropriÃ©tÃ© menace de les expulser car ils n'ont pas payÃ© leurs charges depuis plusieurs annÃ©es.Le syndic d'immeuble, Alfonso, propose alors Ã  Gianni un marchÃ© insolite : garder sa mÃ¨re pendant le week-end du 15 aoÃ»t, contre l'effacement de cette dette. Le jour dit, Gianni voit arriver non seulement la mÃ¨re d'Alfonso, mais aussi sa tante...Victime d'un malaise, Gianni appelle son ami mÃ©decin, qui lui demande Ã  son tour un service...",75,Drama|Comedy|Foreign,Archimede,4/30/08,10,6.6,2008,0,0
27866,tt1420554,0.142609,0,0,Kevin Hart: I'm a Grown Little Man,Kevin Hart,http://www.khartonline.com/,Shannon Hartman,,live performance|spoof|live audience|stand up comedian,"Fresh off the heels of appearing in movies like Superhero Movie and The 40 Year-Old Virgin, fast-talking comedian Kevin Hart stars in this live stand-up performance where he makes fun of everything and everybody - especially himself.",72,Comedy,,2/3/09,29,7.6,2009,0,0
33511,tt1266029,0.302925,0,0,Nowhere Boy,Aaron Taylor-Johnson|Kristin Scott Thomas|David Morrissey|Anne-Marie Duff|Sam Bell,http://www.nowhereboy.co.uk/,Sam Taylor-Johnson,As a boy all John Lennon needed was love.,musical|crying|dark past|kidnapping attempt|reference to tchaikovsky,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,98,Drama,Ecosse Films,12/25/09,152,6.9,2009,0,0
1448,tt0120894,0.258956,0,0,The Wisdom of Crocodiles,Jude Law|Elina LÃ¶wensohn|Timothy Spall|Jack Davenport|Kerry Fox,,Po-Chih Leong,,sacrifice|vampire|crocodile|inspector|civil engineer,A vampire in London is searching for the ideal woman to 'redeem' him.,98,Drama|Fantasy|Horror,Film Foundry Partners|Zenith Productions,11/27/98,16,4.9,1998,0,0
19186,tt0055277,0.390468,0,0,The Parent Trap,Hayley Mills|Maureen O'Hara|Brian Keith|Charles Ruggles|Una Merkel,,David Swift,,deception|twins,"Hayley Mills plays twins who, unknown to their divorced parents, meet at a summer camp. Products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them.",129,Comedy|Family,Walt Disney Pictures,6/12/61,36,6.4,1961,0,0
37924,tt0479760,0.30746,0,0,Sweeney Todd,Ray Winstone|Essie Davis|David Warner|Tom Hardy|David Bradley,,David Moore,The Demon Barber of Fleet Street.,barber|tv movie,"A BBC adaptation of the Victorian ""penny dreadful"" tale of 18th century ""demon barber"" Sweeney Todd, of Fleet Street, who cuts the throats of unsuspecting clients in his London shop.",90,Drama|Horror|Thriller|Music,BBC,1/3/06,18,6.4,2006,0,0
17190,tt0097458,0.13469,0,0,Gross Anatomy,Matthew Modine|Christine Lahti|Todd Field|Daphne Zuniga|Zakes Mokae,,Thom Eberhardt,It's the toughest course in medical school.,,"It Takes Hard Work, Discipline And Commitment To Get Through Med School. But Joe's Never Done Anything By The Book. Matthew Modine stars as Joe Slovak, a brilliant first-year med student whose casual, nonconforming approach to life gets tested when he enrolls in Gross Anatomy, the toughest course in med school.",109,Comedy|Drama|Romance,Sandollar Productions|Touchstone Pictures,10/20/89,13,6.1,1989,0,0
11983,tt0228750,0.356436,65000000,0,Proof of Life,Meg Ryan|Russell Crowe|David Morse|Pamela Reed|David Caruso,,Taylor Hackford,,hostage|new love|suspense|agent,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.",135,Action|Adventure|Drama|Romance|Thriller,Castle Rock Entertainment|Warner Bros.,12/8/00,95,5.8,2000,82308987.432304,0
63555,tt1537401,0.795706999999999,0,0,AÃ±o bisiesto,MÃ³nica del Carmen|Armando HernÃ¡ndez|JosÃ© Juan Meraz|Gustavo SÃ¡nchez Parra,,Michael Rowe,,unsimulated sex|crying|brutality,"Journalist Laura (Monica del Carmen) works at home, isolating herself from others. While she lies to her mother and brother, Raul (Marco Zapata), on the phone about having an active social life, Laura's days consist of gazing at her neighbors, eating canned food and going to clubs to bring home strangers. As the anniversary of her father's death draws near, Laura develops a relationship with Arturo (Gustavo SÃ¡nchez Parra), a charismatic actor who shares her taste for rough sex.",94,Drama|Comedy|Romance,,5/17/10,13,4.7,2010,0,0
286817,tt3546114,0.032049,0,0,Anatomy of a Love Seen,Sharon Hinnendael|Jill Evyn|Constance Brenneman,,Marina Rice Bader,,lesbian|woman director,"From Writer/Director Marina Rice Bader (Executive Producer Elena Undone, A Perfect Ending) comes this film within a film that explores love in all its painful and messy glory.  Six months ago Zoe and Mal fell for each other while filming a love scene, which led to an intense, whirlwind affair, followed by a devastating breakup. Soon after their split, things get complicated when the two have to meet on set once more to re-shoot that fateful sequence.",86,Romance|Drama,Soul Kiss Films,7/28/14,18,4.2,2014,0,0
24559,tt0069280,0.432033,3200000,0,Slaughterhouse-Five,Michael Sacks|Ron Leibman|Eugene Roche|Sharon Gans|Valerie Perrine,,George Roy Hill,Billy Pilgrim lives - from time to time.,future|dresden|pilgrim|alien|optometrist,"""Listen: Billie Pilgrim has come unstuck in time."" Slaughterhouse-Five is an award-winning 1972 film adaptation of Kurt Vonnegut's novel of the same name. Director Hill faithfully renders for the screen Vonnegut's obsessive story of Pilgrim, who survives the 1945 firebombing of Dresden, then lives simultaneously in his past, present, and future.",104,Comedy|Drama|Fantasy|Science Fiction,Vanadas Productions,3/15/72,17,6,1972,16686594.9803593,0
14874,tt0311941,0.362612,0,0,Try Seventeen,Elijah Wood|Franka Potente|Mandy Moore|Deborah Harry|Elizabeth Perkins,,Jeffrey Porter,"You're only seventeen once. For Jones Dillon, it's one time too many.",photographer|flirt|symbolism|virgin|fantasy,"Teenager Jones has opted not to go to college and is instead renting a room in a boarding house to work on his writing skills. Soon, Jones finds himself dividing his time between two women: a young actress named Lisa and a photographer named Jane. After Jane's ex-boyfriend arrives to help her recover from a car accident, Jones begins to understand just how much he cares for her.",96,Comedy|Romance|Drama,Capital Arts Entertainment|Millennium Films|Flirt Pictures,9/10/02,17,5.8,2002,0,0
5764,tt0272790,0.318067,0,0,Princess of Thieves,Keira Knightley|David Barrass|Malcolm McDowell|Hannah Cresswell|Stuart Wilson,,Peter Hewitt,"If you thought Robin Hood broke all the rules, wait until you meet his daughter!",robin hood|hood|arrow|wood|arch,"Sherwood forest has a courageous new hero - Gwyn, the daughter of Robin Hood. Possessing the cunning skills of her legendary father and the beauty and intelligence of her mother Maid Marian, Gwyn is anxious to follow in her father's footsteps. King Richard nears death and Robin Hood and his Merry Men are summoned to help bring Richard's son Philip to his rightful place on the throne before the evil Prince John can assume power. Robin Hood's life and that of the future King of England soon lies in Gwyn's hands when Robin is captured and sentenced to death.",88,Action|Family|Adventure|Romance|TV Movie,Granada Entertainment,3/11/01,27,5.7,2001,0,0
5653,tt0309820,0.619899,0,0,Luther,Joseph Fiennes|Jonathan Firth|Claire Cox|Alfred Molina|Peter Ustinov,http://www.lutherthemovie.com/,Eric Till,,protestant church|church|catholicism,"During the early 16th Century idealistic German monk Martin Luther, disgusted by the materialism in the church, begins the dialogue that will lead to the Protestant Reformation.",123,Drama|History,Eikon Film,10/29/03,46,6.3,2003,0,0
17600,tt0111252,0.26945,200000,0,Spanking the Monkey,Jeremy Davies|Benjamin Hendrickson|Alberta Watson|Carla Gallo|Matthew Puckett,,David O. Russell,A gripping comedy about letting go.,adultery|nudity|independent film|student|incest,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",106,Comedy|Drama,Fine Line Features|Swelter Films|Buckeye Films,1/15/94,10,4.5,1994,294222.312319632,0
238407,tt3277552,0.043907,0,0,Aningaaq,Orto Ignatiussen|Lajla Lange|Maligiaq Fredeik|Lange Siegstad|Sandra Bullock,,JonÃ¡s CuarÃ³n,,,"Aningaaq, an Inuit fisherman camping on the ice over a frozen fjord, talks through a two way radio with a dying astronaut who is stranded in space, 500 kilometers above Earth. Even though he doesn't speak English and she doesn't speak Greenlandic, they manage to have a conversation about dogs, babies, life and death.",7,Drama,,10/19/13,15,6.8,2013,0,0
